Respondent_id,Program,Batch,Institution,Delivery_mode,Gender,Academic_year,Trainer_effectiveness,Curriculum_relevance,Pace_of_delivery,Support_Mentorship,Platform,Overall_satisfaction,Would_recommend,Open_feedback,Batch_date
STU-00289,Agentic AI,May 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,2nd Year,4.0,3.0,2.0,3.0,3.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2025-05-01
STU-01614,Competitive Programming,Apr 2026 Batch,Techno India University,Online,Female,3rd Year,3.0,3.0,2.0,3.0,2.0,3,No,Struggled to keep up as new topics were introduced too quickly.,2026-04-01
STU-01060,Cloud Computing (AWS),Oct 2025 Batch,Government College of Engineering & Textile Technology,Hybrid,Female,3rd Year,4.0,4.0,3.0,4.0,3.0,4,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-10-01
STU-01943,Advanced Excel & Power BI,Jan 2025 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,4.0,3.0,3.0,4.0,3.0,4,No,Wanted more advanced/real-world case studies in the curriculum.,2025-01-01
STU-00576,Full Stack Development,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,Graduate,3.0,2.0,3.0,3.0,2.0,3,No,"The program was decent overall, nothing major to complain about.",2026-07-01
STU-00851,Web Development,Mar 2025 Batch,Maulana Azad College,Online,Male,3rd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,Too much content packed into too few sessions.,2025-03-01
STU-01340,DevOps,Jun 2026 Batch,Techno India University,Offline,Male,3rd Year,5.0,5.0,4.0,4.0,5.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2026-06-01
STU-00912,Agentic AI,Jan 2026 Batch,Heritage Institute of Technology,Online,Male,4th Year,3.0,3.0,2.0,2.0,2.0,2,No,Too much content packed into too few sessions.,2026-01-01
STU-01255,AI in Food Technology,May 2025 Batch,Techno India University,Hybrid,Female,Graduate,4.0,3.0,3.0,3.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-05-01
STU-01723,Full Stack Development,Nov 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,5.0,5.0,4.0,5.0,4.0,4,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-11-01
STU-01810,Web Development,Feb 2026 Batch,Techno India University,Offline,Female,4th Year,2.0,3.0,2.0,3.0,2.0,2,Yes,Explanations were sometimes too fast to follow properly.,2026-02-01
STU-01736,Machine Learning,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The curriculum was well structured and relevant to current industry needs.,2026-07-01
STU-00933,AI in Biotechnology,Aug 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,4.0,4.0,3.0,3.0,3.0,3,No,"Wish there was more time per topic, felt rushed throughout.",2026-08-01
STU-01101,App Development (Android),Aug 2026 Batch,Techno India University,Online,Female,4th Year,5.0,5.0,3.0,5.0,4.0,5,Yes,"Pace needs to slow down, especially for beginners in the batch.",2026-08-01
STU-01658,Generative AI,Oct 2025 Batch,Techno India University,Online,Female,3rd Year,4.0,4.0,3.0,3.0,3.0,3,No,"Reasonably good, though I expected slightly more hands-on practice.",2025-10-01
STU-01208,Generative AI,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,2.0,2.0,3.0,3.0,1.0,2,Yes,The online platform kept lagging during live sessions. Wanted more advanced/real-world case studies in the curriculum.,2026-08-01
STU-00248,Generative AI,Feb 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,Graduate,4.0,4.0,4.0,5.0,4.0,4,No,Trainer was knowledgeable and made even tough topics easy to grasp.,2026-02-01
STU-00477,Blockchain Basics,Sep 2025 Batch,Neotia University,Online,Female,1st Year,4.0,4.0,5.0,4.0,3.0,4,No,"Decent program, could use a bit more structure in scheduling.",2025-09-01
STU-01695,Cybersecurity & Ethical Hacking,Jan 2026 Batch,Neotia University,Hybrid,Male,2nd Year,3.0,3.0,3.0,4.0,2.0,3,No,"The program was decent overall, nothing major to complain about.",2026-01-01
STU-00086,AI in Biotechnology,May 2025 Batch,St. Xavier's College Kolkata,Offline,Male,3rd Year,4.0,4.0,2.0,4.0,2.0,4,Yes,No comments.,2025-05-01
STU-00470,Python Programming,Apr 2025 Batch,Techno India University,Online,Female,Graduate,4.0,4.0,3.0,4.0,5.0,4,No,Could use an extra week or two to cover everything properly.,2025-04-01
STU-00226,AI in Biotechnology,Apr 2025 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,3.0,4.0,3.0,4.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-04-01
STU-00775,Web Development,Sep 2025 Batch,Techno India University,Online,Female,Working Professional,5.0,5.0,4.0,4.0,5.0,5,Yes,"Excellent program overall, would definitely recommend to my juniors.",2025-09-01
STU-00332,Cloud Computing (AWS),Oct 2025 Batch,Heritage Institute of Technology,Online,Female,4th Year,3.0,3.0,4.0,3.0,4.0,3,No,Would appreciate a more engaging teaching style.,2025-10-01
STU-00234,Digital Marketing,Feb 2026 Batch,St. Xavier's College Kolkata,Online,Female,3rd Year,5.0,3.0,5.0,5.0,4.0,4,No,"It was fine, but I expected a bit more depth in the later modules.",2026-02-01
STU-00589,Cybersecurity & Ethical Hacking,Aug 2026 Batch,Neotia University,Online,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The support team responded quickly whenever I had doubts.,2026-08-01
STU-00476,Cloud Computing (AWS),May 2025 Batch,Techno India University,Online,Prefer not to say,3rd Year,3.0,4.0,4.0,3.0,3.0,3,No,"Content was okay, though a few topics felt rushed.",2025-05-01
STU-01285,Networking Fundamentals,Sep 2025 Batch,Techno India University,Online,Female,3rd Year,3.0,3.0,3.0,3.0,3.0,3,Yes,Trainer seemed unprepared in a couple of sessions.,2025-09-01
STU-01859,DevOps,Mar 2026 Batch,Government College of Engineering & Textile Technology,Offline,Female,3rd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Well-paced sessions and very approachable trainer, learned a lot.",2026-03-01
STU-00600,Data Science,Jul 2026 Batch,Techno India University,Online,Female,3rd Year,3.0,4.0,2.0,4.0,3.0,4,Yes,"The sessions moved too fast, hard to keep up with the pace.",2026-07-01
STU-00422,Robotics & Embedded Systems,Oct 2025 Batch,Neotia University,Online,Male,3rd Year,5.0,5.0,4.0,4.0,4.0,4,Yes,"Enjoyed every module, especially the live project work.",2025-10-01
STU-01712,Generative AI,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Offline,Female,3rd Year,2.0,3.0,3.0,2.0,3.0,2,No,Trainer seemed unprepared in a couple of sessions. Support response on the query group was slow at times.,2026-02-01
STU-00183,Full Stack Development,Jul 2026 Batch,Maulana Azad College,Online,Female,3rd Year,4.0,5.0,4.0,5.0,3.0,5,Yes,Session quality varied depending on the trainer.,2026-07-01
STU-00989,App Development (Android),Aug 2026 Batch,St. Xavier's College Kolkata,Offline,Female,3rd Year,5.0,4.0,4.0,4.0,5.0,5,Yes,The trainer explained concepts clearly and was always ready to help.,2026-08-01
STU-01001,Networking Fundamentals,Oct 2025 Batch,Techno India University,Online,Female,Graduate,4.0,4.0,3.0,4.0,3.0,4,Yes,"Content was okay, though a few topics felt rushed.",2025-10-01
STU-01642,Advanced Excel & Power BI,Aug 2026 Batch,Maulana Azad College,Online,Female,3rd Year,3.0,3.0,3.0,4.0,3.0,3,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2026-08-01
STU-01357,AI in Food Technology,Dec 2025 Batch,JIS College of Engineering,Online,Male,2nd Year,5.0,4.0,5.0,5.0,4.0,5,Yes,The projects assigned really helped me apply what was taught.,2025-12-01
STU-01463,Generative AI,Jul 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,Working Professional,5.0,4.0,2.0,4.0,3.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2026-07-01
STU-00050,Cybersecurity & Ethical Hacking,Mar 2026 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Male,3rd Year,4.0,4.0,5.0,4.0,3.0,4,Yes,"Lab access was unreliable, lost a lot of time troubleshooting.",2026-03-01
STU-01908,DevOps,Apr 2026 Batch,Techno India University,Online,Female,2nd Year,4.0,4.0,4.0,3.0,3.0,3,No,Mentors were hard to reach outside scheduled session hours.,2026-04-01
STU-01030,App Development (Android),Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,4.0,3.0,4.0,4.0,2.0,3,No,"The program was decent overall, nothing major to complain about.",2025-10-01
STU-00530,Generative AI,Feb 2025 Batch,Maulana Azad College,Hybrid,Male,4th Year,3.0,3.0,4.0,4.0,3.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-02-01
STU-01259,Generative AI,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,5.0,5.0,5.0,5.0,4.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2026-08-01
STU-00487,Data Science,Jul 2026 Batch,Government College of Engineering & Textile Technology,Offline,Female,Graduate,3.0,3.0,4.0,3.0,3.0,3,Yes,Explanations were sometimes too fast to follow properly.,2026-07-01
STU-01941,AI in Food Technology,May 2025 Batch,Narasingh Choudhuri Autonomous College,Hybrid,Female,2nd Year,2.0,4.0,1.0,3.0,2.0,3,No,Could use an extra week or two to cover everything properly.,2025-05-01
STU-00498,Machine Learning,Jun 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,Graduate,4.0,5.0,3.0,4.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-06-01
STU-01647,Generative AI,Aug 2025 Batch,St. Xavier's College Kolkata,Online,Prefer not to say,3rd Year,4.0,4.0,4.0,2.0,2.0,3,Yes,Mentors were hard to reach outside scheduled session hours.,2025-08-01
STU-00107,Advanced Excel & Power BI,Sep 2025 Batch,Techno India University,Online,Male,Graduate,4.0,4.0,4.0,5.0,4.0,4,Yes,"Clear explanations, useful resources, and prompt doubt-clearing sessions.",2025-09-01
STU-00444,AI in Food Technology,Jul 2025 Batch,Maulana Azad College,Hybrid,Male,Graduate,4.0,3.0,4.0,4.0,3.0,4,Yes,,2025-07-01
STU-01513,Digital Marketing,Feb 2025 Batch,Maulana Azad College,Offline,Male,4th Year,2.0,3.0,3.0,4.0,3.0,3,No,"It was fine, but I expected a bit more depth in the later modules.",2025-02-01
STU-00647,Competitive Programming,Jan 2026 Batch,Techno India University,Offline,Female,3rd Year,3.0,3.0,4.0,4.0,4.0,3,Yes,"Decent program, could use a bit more structure in scheduling.",2026-01-01
STU-01037,Data Science,Feb 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,4.0,4.0,2.0,4.0,2.0,4,Yes,Struggled to keep up as new topics were introduced too quickly.,2025-02-01
STU-01763,Competitive Programming,Aug 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,4.0,5.0,4.0,4.0,4.0,4,Yes,The trainer explained concepts clearly and was always ready to help.,2026-08-01
STU-00727,Python Programming,Apr 2026 Batch,Neotia University,Online,Female,Working Professional,5.0,5.0,4.0,4.0,4.0,4,Yes,The support team responded quickly whenever I had doubts.,2026-04-01
STU-00191,Blockchain Basics,Oct 2025 Batch,Government College of Engineering & Textile Technology,Online,Female,1st Year,3.0,3.0,3.0,3.0,2.0,3,No,The online platform kept lagging during live sessions.,2025-10-01
STU-01789,DevOps,Jul 2026 Batch,Techno India University,Online,Male,4th Year,5.0,5.0,4.0,4.0,4.0,5,No,The curriculum was well structured and relevant to current industry needs.,2026-07-01
STU-00283,DevOps,Mar 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,3rd Year,4.0,4.0,3.0,4.0,4.0,4,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-03-01
STU-00030,Java Development,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,Working Professional,2.0,2.0,3.0,3.0,4.0,3,No,"Overall okay experience, a few sessions could have been better planned.",2025-09-01
STU-00170,Web Development,Jul 2026 Batch,Narasingh Choudhuri Autonomous College,Offline,Male,2nd Year,4.0,4.0,4.0,5.0,4.0,4,Yes,The support team responded quickly whenever I had doubts.,2026-07-01
STU-01002,DevOps,Feb 2025 Batch,Techno India University,Offline,Male,3rd Year,2.0,3.0,2.0,2.0,2.0,2,No,Explanations were sometimes too fast to follow properly. Faced frequent audio/video issues during classes.,2025-02-01
STU-01205,Machine Learning,Feb 2025 Batch,Techno India University,Online,Male,Working Professional,5.0,5.0,5.0,5.0,4.0,5,Yes,The trainer explained concepts clearly and was always ready to help.,2025-02-01
STU-00101,Advanced Excel & Power BI,Apr 2025 Batch,Techno India University,Offline,Male,4th Year,4.0,3.0,2.0,5.0,2.0,3,No,Session quality varied depending on the trainer.,2025-04-01
STU-00198,Python Programming,Jul 2026 Batch,Government College of Engineering & Textile Technology,Hybrid,Male,3rd Year,2.0,2.0,1.0,1.0,1.0,2,Yes,"The sessions moved too fast, hard to keep up with the pace. The online platform kept lagging during live sessions.",2026-07-01
STU-00496,Weather Forecasting ML Project,Mar 2026 Batch,Neotia University,Hybrid,Male,4th Year,3.0,4.0,3.0,4.0,4.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-03-01
STU-01746,DevOps,May 2025 Batch,JIS College of Engineering,Online,Male,1st Year,4.0,4.0,4.0,4.0,4.0,4,No,,2025-05-01
STU-00648,Robotics & Embedded Systems,Sep 2025 Batch,Techno India University,Online,Male,4th Year,4.0,3.0,4.0,4.0,3.0,3,No,Felt a few modules were not very relevant to the job market.,2025-09-01
STU-00988,UI/UX Design,Mar 2026 Batch,Government College of Engineering & Textile Technology,Online,Male,4th Year,4.0,5.0,4.0,4.0,4.0,4,Yes,"Excellent program overall, would definitely recommend to my juniors.",2026-03-01
STU-00045,DevOps,Mar 2025 Batch,Techno India University,Hybrid,Male,Graduate,5.0,4.0,4.0,5.0,4.0,4,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-03-01
STU-01925,Networking Fundamentals,Oct 2025 Batch,Government College of Engineering & Textile Technology,Offline,Male,3rd Year,3.0,4.0,4.0,3.0,4.0,3,Yes,"Reasonably good, though I expected slightly more hands-on practice.",2025-10-01
STU-00711,Machine Learning,Jun 2025 Batch,Neotia University,Online,Female,Working Professional,4.0,5.0,4.0,5.0,4.0,5,Yes,"Enjoyed every module, especially the live project work.",2025-06-01
STU-00374,Cybersecurity & Ethical Hacking,Nov 2025 Batch,Neotia University,Offline,Male,1st Year,5.0,5.0,5.0,5.0,5.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2025-11-01
STU-00679,Internet of Things (IoT),Jul 2026 Batch,Techno India University,Hybrid,Female,1st Year,3.0,3.0,3.0,3.0,4.0,3,Yes,Recorded session links took too long to be uploaded.,2026-07-01
STU-00567,Blockchain Basics,Oct 2025 Batch,Techno India University,Online,Female,3rd Year,5.0,5.0,4.0,5.0,4.0,5,Yes,"Very satisfied, the mentors were patient and encouraging throughout.",2025-10-01
STU-01673,Data Science,Nov 2025 Batch,Techno India University,Online,Female,Working Professional,4.0,3.0,4.0,4.0,3.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2025-11-01
STU-01822,UI/UX Design,Oct 2025 Batch,Techno India University,Online,Male,Working Professional,4.0,3.0,4.0,2.0,4.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2025-10-01
STU-00848,Machine Learning,Mar 2026 Batch,Government College of Engineering & Textile Technology,Online,Female,3rd Year,3.0,3.0,2.0,2.0,2.0,3,Yes,"Overall okay experience, a few sessions could have been better planned.",2026-03-01
STU-00461,App Development (Android),Aug 2026 Batch,JIS College of Engineering,Online,Male,4th Year,5.0,4.0,4.0,5.0,5.0,5,Yes,The trainer's real-world examples made the sessions very useful.,2026-08-01
STU-01438,Python Programming,Sep 2025 Batch,Government College of Engineering & Textile Technology,Online,Male,2nd Year,4.0,5.0,4.0,4.0,5.0,5,Yes,"Really enjoyed the sessions, the trainer kept things engaging.",2025-09-01
STU-01156,Competitive Programming,Jul 2026 Batch,St. Xavier's College Kolkata,Online,Female,Graduate,5.0,4.0,4.0,4.0,2.0,4,Yes,Had connectivity issues on the platform almost every week.,2026-07-01
STU-00040,Advanced Excel & Power BI,Apr 2026 Batch,Neotia University,Hybrid,Female,Working Professional,3.0,4.0,4.0,4.0,4.0,4,Yes,"The program was decent overall, nothing major to complain about.",2026-04-01
STU-00435,Python Programming,May 2026 Batch,Neotia University,Online,Female,1st Year,3.0,2.0,3.0,2.0,3.0,3,Yes,"It was fine, but I expected a bit more depth in the later modules.",2026-05-01
STU-00974,Python Programming,Aug 2026 Batch,St. Xavier's College Kolkata,Online,Male,1st Year,4.0,5.0,4.0,5.0,5.0,5,Yes,"Great mentorship throughout the program, felt supported at every step.",2026-08-01
STU-01240,Machine Learning,Feb 2025 Batch,Techno India University,Offline,Male,3rd Year,3.0,4.0,3.0,4.0,4.0,4,Yes,The trainer could explain concepts more clearly.,2025-02-01
STU-01008,Weather Forecasting ML Project,Jul 2026 Batch,Independent / Working Professional,Offline,Female,2nd Year,5.0,5.0,5.0,5.0,5.0,5,Yes,The support team responded quickly whenever I had doubts.,2026-07-01
STU-01580,Blockchain Basics,Jul 2026 Batch,Neotia University,Online,Prefer not to say,3rd Year,3.0,3.0,3.0,3.0,3.0,3,No,"Sessions felt monotonous, needed more interactive teaching.",2026-07-01
STU-01591,Blockchain Basics,Oct 2025 Batch,Maulana Azad College,Online,Male,1st Year,4.0,4.0,3.0,4.0,4.0,4,No,Struggled to keep up as new topics were introduced too quickly.,2025-10-01
STU-01787,Java Development,Feb 2026 Batch,Narasingh Choudhuri Autonomous College,Online,Female,3rd Year,3.0,2.0,2.0,3.0,2.0,3,No,"Content was okay, though a few topics felt rushed.",2026-02-01
